acct_id,strategy,code,first_date,n_fills,n_adds,fill_dates,fill_tiers,avg_price_path,final_avg_price,qty,notional_won,exit_status,exit_reason,exit_date,exit_price,ret_pct,hold_days,pnl_won,hold_clock_reset_diff,avg_flip,flags
B2-0229,rs_leader,079650,2026-09-11,1,0,2026-09-11,main,7550,7550,132,996600,closed,sl,2026-09-14,6946,-8.00,1,-79728,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0230,rs_leader,079650,2026-09-14,4,3,"2026-09-14,2026-09-15,2026-09-16,2026-09-17","main,main,main,main",6800→6641.4→6648.95→6631.65,6631.65,602,3992255,closed,sl,2026-09-21,6101.12,-8.00,5,-319380,same,date_only,add_day_touch_skipped(band_touch 추가매수):2026-09-16
B2-0231,rs_leader,092190,2026-09-17,2,1,"2026-09-17,2026-09-18","main,main",9043.4→8888.99,8888.99,224,1991134,closed,sl,2026-09-22,8177.87,-8.00,3,-159291,same,same,entry_day_touch_skipped(진입 시각 불명)
B2-0232,rs_leader,134580,2026-09-18,1,0,2026-09-18,main,3940,3940,253,996820,closed,sl,2026-09-21,3624.8,-8.00,1,-79746,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0233,rs_leader,140430,2026-09-16,1,0,2026-09-16,main,2645,2645,378,999810,closed,tp,2026-09-16,3041.75,+15.00,0,149971,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0234,rs_leader,159010,2026-09-10,1,0,2026-09-10,main,23900,23900,41,979900,closed,ma_break,2026-09-15,22000,-7.95,3,-77900,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0235,rs_leader,184230,2026-09-15,2,1,"2026-09-15,2026-09-16","main,main",2374.15→2341.66,2341.66,853,1997437,closed,sl,2026-09-17,2154.33,-8.00,2,-159795,same,date_only,entry_day_touch_skipped(진입 시각 불명)
B2-0236,rs_leader,204840,2026-09-10,1,0,2026-09-10,main,4900,4900,204,999600,closed,sl,2026-09-11,4508,-8.00,1,-79968,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0237,rs_leader,285800,2026-09-15,1,0,2026-09-15,main,4550,4550,219,996450,closed,sl,2026-09-15,4186,-8.00,0,-79716,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0238,rs_leader,300120,2026-09-10,1,0,2026-09-10,main,3340,3340,299,998660,closed,sl,2026-09-14,3045,-8.83,2,-88205,n/a(추가매수 없음),n/a(추가매수 없음),sl_gap_open(라이브는 09:05 이후 가격)
B2-0239,rs_leader,351320,2026-09-11,4,3,"2026-09-11,2026-09-15,2026-09-16,2026-09-17","main,main,main,main",4085→4092.48→4127.78→4057.3,4057.3,984,3992380,closed,sl,2026-09-21,3732.71,-8.00,6,-319390,same,date_only,entry_day_touch_skipped(진입 시각 불명)
B2-0240,rs_leader,356680,2026-09-17,1,0,2026-09-17,main,17150,17150,58,994700,closed,tp,2026-09-23,19722.5,+15.00,4,149205,n/a(추가매수 없음),n/a(추가매수 없음),
B2-0241,rs_leader,446540,2026-09-17,2,1,"2026-09-17,2026-09-18","main,main",8960→8980,8980,222,1993560,closed,tp,2026-09-23,10327,+15.00,4,299034,same,same,
